Date,Team A,Team B,Home/Away,Result
11/12/2024,York PA,McDaniel,Road,L
11/13/2024,Clark MA,Fitchburg St.,Home,W
11/13/2024,Fitchburg St.,Clark MA,Road,L
11/13/2024,Wooster,Franciscan OH,Road,W
11/13/2024,Franciscan OH,Wooster,Road,L
11/13/2024,Nazareth,Hilbert,Home,W
11/13/2024,Hilbert,Nazareth,Road,L
11/13/2024,Sage,Bard,Road,W
11/13/2024,Bard,Sage,Road,L
11/13/2024,WPI,Regis MA,Road,W
11/13/2024,Regis MA,WPI,Road,L
11/13/2024,W New England,Rhode Island College,Road,W
11/13/2024,Rhode Island College,W New England,Road,L
11/13/2024,Stockton,Gallaudet,Home,W
11/13/2024,Gallaudet,Stockton,Road,L
11/13/2024,PSU-Abington,Delaware Val,Road,W
11/13/2024,Delaware Val,PSU-Abington,Road,L
11/13/2024,Brandeis,MA Boston,Road,W
11/13/2024,MA Boston,Brandeis,Road,L
11/13/2024,Bridgewater (VA),Methodist,Home,W
11/13/2024,Methodist,Bridgewater (VA),Road,L
11/13/2024,Brockport St.,Buffalo St.,Home,W
11/13/2024,Buffalo St.,Brockport St.,Road,L
11/13/2024,Montclair St.,Old Westbury,Home,W
11/13/2024,Old Westbury,Montclair St.,Road,L
11/13/2024,Franklin,Olivet MI,Home,W
11/13/2024,Olivet MI,Franklin,Road,L
11/13/2024,Rensselaer,Coast Guard,Home,W
11/13/2024,Coast Guard,Rensselaer,Road,L
11/13/2024,Cortland,Ithaca,Road,W
11/13/2024,Ithaca,Cortland,Road,L
11/13/2024,Wellesley,Worcester St,Road,W
11/13/2024,Worcester St,Wellesley,Road,L
11/13/2024,Mt. St. Vincent,Western Connecticut,Road,W
11/13/2024,Western Connecticut,Mt. St. Vincent,Road,L
11/13/2024,Wm Paterson,Medgar Evers,Home,W
11/13/2024,Medgar Evers,Wm Paterson,Road,L
11/13/2024,Ursinus,Alvernia,Home,W
11/13/2024,Alvernia,Ursinus,Road,L
11/13/2024,Emory,LaGrange,Road,W
11/13/2024,LaGrange,Emory,Road,L
11/13/2024,Centenary NJ,Cairn,Home,W
11/13/2024,Cairn,Centenary NJ,Road,L
11/13/2024,Goucher,PSU-Berks,Road,W
11/13/2024,PSU-Berks,Goucher,Road,L
11/13/2024,Colby-Sawyer,Thomas ME,Home,W
11/13/2024,Thomas ME,Colby-Sawyer,Road,L
11/13/2024,New Jersey City,Albertus Magnus,Road,W
11/13/2024,Albertus Magnus,New Jersey City,Road,L
11/13/2024,Sarah Lawrence,Cedar Crest,Home,W
11/13/2024,Cedar Crest,Sarah Lawrence,Road,L
11/13/2024,Bethany WV,Thiel,Home,W
11/13/2024,Thiel,Bethany WV,Road,L
11/13/2024,Immaculata,Haverford,Home,W
11/13/2024,Haverford,Immaculata,Road,L
11/13/2024,Dean,Lesley,Home,W
11/13/2024,Lesley,Dean,Road,L
11/13/2024,UW-Superior,Carleton,Road,W
11/13/2024,Carleton,UW-Superior,Road,L
11/13/2024,Capital,Denison,Home,W
11/13/2024,Denison,Capital,Road,L
11/13/2024,Carthage,Lawrence,Home,W
11/13/2024,Lawrence,Carthage,Road,L
11/13/2024,Christopher Newport,Averett,Home,W
11/13/2024,Averett,Christopher Newport,Road,L
11/13/2024,Sewanee,Covenant,Road,W
11/13/2024,Covenant,Sewanee,Road,L
11/13/2024,Luther,Crown MN,Home,W
11/13/2024,Crown MN,Luther,Road,L
11/13/2024,Susquehanna,Eastern Univ,Home,W
11/13/2024,Eastern Univ,Susquehanna,Road,L
11/13/2024,Ferrum,Peace,Home,W
11/13/2024,Peace,Ferrum,Road,L
11/13/2024,Central IA,Grinnell,Home,W
11/13/2024,Grinnell,Central IA,Road,L
11/13/2024,Arcadia,Gwynedd-Mercy,Road,W
11/13/2024,Gwynedd-Mercy,Arcadia,Road,L
11/13/2024,Hamline,Northwestern MN,Home,W
11/13/2024,Northwestern MN,Hamline,Road,L
11/13/2024,Webster,Illinois Col,Home,W
11/13/2024,Illinois Col,Webster,Road,L
11/13/2024,Keuka,Pitt-Bradford,Road,W
11/13/2024,Pitt-Bradford,Keuka,Road,L
11/13/2024,PSU-Harrisburg,King's PA,Home,W
11/13/2024,King's PA,PSU-Harrisburg,Road,L
11/13/2024,Lasell,Eastern Connecticut,Home,W
11/13/2024,Eastern Connecticut,Lasell,Road,L
11/13/2024,Augsburg,Bethany Luth,Home,W
11/13/2024,Bethany Luth,Augsburg,Road,L
11/13/2024,PSU-Altoona,Lycoming,Road,W
11/13/2024,Lycoming,PSU-Altoona,Road,L
11/13/2024,UW-Platteville,Augustana,Home,W
11/13/2024,Augustana,UW-Platteville,Road,L
11/13/2024,Mt. St. Joseph,Marietta,Road,W
11/13/2024,Marietta,Mt. St. Joseph,Road,L
11/13/2024,Randolph-Macon,Mary Washington,Road,W
11/13/2024,Mary Washington,Randolph-Macon,Road,L
11/13/2024,Bridgewater MA,Babson,Road,W
11/13/2024,Babson,Bridgewater MA,Road,L
11/13/2024,Mt. Aloysius,Wilson,Road,W
11/13/2024,Wilson,Mt. Aloysius,Road,L
11/13/2024,Muskingum,Pitt-Greensburg,Home,W
11/13/2024,Pitt-Greensburg,Muskingum,Road,L
11/13/2024,Merchant Marine,Baruch,Road,W
11/13/2024,Baruch,Merchant Marine,Road,L
11/13/2024,Elmira,Penn Col Tech,Home,W
11/13/2024,Penn Col Tech,Elmira,Road,L
11/13/2024,Plymouth St.,NVU-Johnson,Home,W
11/13/2024,NVU-Johnson,Plymouth St.,Road,L
11/13/2024,Manhattanville,Ramapo,Home,W
11/13/2024,Ramapo,Manhattanville,Road,L
11/13/2024,Bryn Mawr,Rosemont,Home,W
11/13/2024,Rosemont,Bryn Mawr,Road,L
11/13/2024,St. Olaf,N Central MN,Road,W
11/13/2024,N Central MN,St. Olaf,Road,L
11/13/2024,Randolph Col,Salem NC,Home,W
11/13/2024,Salem NC,Randolph Col,Road,L
11/13/2024,Springfield,Endicott,Road,W
11/13/2024,Endicott,Springfield,Road,L
11/13/2024,Hunter,Farmingdale,Road,W
11/13/2024,Farmingdale,Hunter,Road,L
11/13/2024,U New England,S Maine,Home,W
11/13/2024,S Maine,U New England,Road,L
11/13/2024,Wartburg,Knox,Road,W
11/13/2024,Knox,Wartburg,Road,L
11/13/2024,Carnegie Mellon,Washington & Jefferson,Home,W
11/13/2024,Washington & Jefferson,Carnegie Mellon,Road,L
11/13/2024,Wentworth Tech,Mt. Holyoke,Road,W
11/13/2024,Mt. Holyoke,Wentworth Tech,Road,L
11/13/2024,John Carroll,Westminster PA,Road,W
11/13/2024,Westminster PA,John Carroll,Road,L
11/13/2024,Swarthmore,Widener,Home,W
11/13/2024,Widener,Swarthmore,Road,L
11/13/2024,Brooklyn Col,St. Joseph's NY,Home,W
11/13/2024,St. Joseph's NY,Brooklyn Col,Road,L
11/14/2024,UC Santa Cruz,La Verne,Road,W
11/14/2024,La Verne,UC Santa Cruz,Road,L
11/14/2024,Marywood,Rutgers-Newark,Home,W
11/14/2024,Rutgers-Newark,Marywood,Road,L
11/14/2024,St. Thomas TX,Howard Payne,Road,W
11/14/2024,Howard Payne,St. Thomas TX,Road,L
11/14/2024,Dickinson,Marymount,Home,W
11/14/2024,Marymount,Dickinson,Road,L
11/14/2024,FDU Madison,St. Elizabeth,Home,W
11/14/2024,St. Elizabeth,FDU Madison,Road,L
11/14/2024,Centenary,Le Tourneau,Road,W
11/14/2024,Le Tourneau,Centenary,Road,L
11/14/2024,Wheaton MA,Curry,Home,W
11/14/2024,Curry,Wheaton MA,Road,L
11/14/2024,Wilmington OH,Earlham,Home,W
11/14/2024,Earlham,Wilmington OH,Road,L
11/14/2024,Hanover,Asbury,Home,W
11/14/2024,Asbury,Hanover,Road,L
11/14/2024,Aurora,Beloit,Road,W
11/14/2024,Beloit,Aurora,Road,L
11/14/2024,Elmhurst,Mt. Mary,Home,W
11/14/2024,Mt. Mary,Elmhurst,Road,L
11/14/2024,Rose-Hulman,Principia,Home,W
11/14/2024,Principia,Rose-Hulman,Road,L
11/14/2024,Gustavus Adolphus,UW-Stout,Road,W
11/14/2024,UW-Stout,Gustavus Adolphus,Road,L
11/15/2024,Hamilton,Hartwick,Road,W
11/15/2024,Hartwick,Hamilton,Road,L
11/15/2024,Bridgewater (VA),Hood,Home,W
11/15/2024,Hood,Bridgewater (VA),Road,L
11/15/2024,Lancaster Bib,Lehman,Neutral,W
11/15/2024,Lehman,Lancaster Bib,Road,L
11/15/2024,Oswego St.,SUNYIT,Home,W
11/15/2024,SUNYIT,Oswego St.,Road,L
11/15/2024,Rochester,SUNY Oneonta,Neutral,W
11/15/2024,SUNY Oneonta,Rochester,Road,L
11/15/2024,UW-La Crosse,Bethel,Home,W
11/15/2024,Bethel,UW-La Crosse,Road,L
11/15/2024,Hardin-Simmons,St. Thomas TX,Home,W
11/15/2024,St. Thomas TX,Hardin-Simmons,Road,L
11/15/2024,SUNY Potsdam,Utica,Neutral,W
11/15/2024,Utica,SUNY Potsdam,Road,L
11/15/2024,Wheaton (IL),Anderson IN,Home,W
11/15/2024,Anderson IN,Wheaton (IL),Road,L
11/15/2024,N Central IL,NE Wesleyan,Neutral,W
11/15/2024,NE Wesleyan,N Central IL,Road,L
11/15/2024,Plattsburgh St.,Castleton,Home,W
11/15/2024,Castleton,Plattsburgh St.,Road,L
11/15/2024,Rochester Tech,St. Mary's MD,Road,W
11/15/2024,St. Mary's MD,Rochester Tech,Road,L
11/15/2024,CT College,Mitchell,Home,W
11/15/2024,Mitchell,CT College,Road,L
11/15/2024,UW-Oshkosh,Dubuque,Neutral,W
11/15/2024,Dubuque,UW-Oshkosh,Road,L
11/15/2024,Trinity (Conn),Eastern Connecticut,Home,W
11/15/2024,Eastern Connecticut,Trinity (Conn),Road,L
11/15/2024,Gordon,Dean,Home,W
11/15/2024,Dean,Gordon,Road,L
11/15/2024,Mary Hardin-Baylor,SW Univ TX,Road,W
11/15/2024,SW Univ TX,Mary Hardin-Baylor,Road,L
11/15/2024,Rutgers-Camden,Cairn,Neutral,W
11/15/2024,Cairn,Rutgers-Camden,Road,L
11/15/2024,Goucher,Trinity DC,Home,W
11/15/2024,Trinity DC,Goucher,Road,L
11/15/2024,Colorado Col,Pacific,Home,W
11/15/2024,Pacific,Colorado Col,Road,L
11/15/2024,Muhlenberg,Notre Dame MD,Neutral,W
11/15/2024,Notre Dame MD,Muhlenberg,Road,L
11/15/2024,NYU,Kean,Home,W
11/15/2024,Kean,NYU,Road,L
11/15/2024,Rutgers-Newark,FDU Madison,Home,W
11/15/2024,FDU Madison,Rutgers-Newark,Road,L
11/15/2024,Manhattanville,Morrisville St.,Road,W
11/15/2024,Morrisville St.,Manhattanville,Road,L
11/15/2024,Centenary NJ,Spalding,Neutral,W
11/15/2024,Spalding,Centenary NJ,Road,L
11/15/2024,Catholic,Wesleyan CT,Neutral,W
11/15/2024,Wesleyan CT,Catholic,Road,L
11/15/2024,Illinois Wesleyan,Calvin,Road,W
11/15/2024,Calvin,Illinois Wesleyan,Road,L
11/15/2024,John Carroll,Case Western,Road,W
11/15/2024,Case Western,John Carroll,Road,L
11/15/2024,Chicago,Millikin,Home,W
11/15/2024,Millikin,Chicago,Road,L
11/15/2024,Albright,Moravian,Road,W
11/15/2024,Moravian,Albright,Road,L
11/15/2024,Albion,Allegheny,Neutral,W
11/15/2024,Allegheny,Albion,Road,L
11/15/2024,E Mennonite,Bryn Mawr,Neutral,W
11/15/2024,Bryn Mawr,E Mennonite,Road,L
11/15/2024,East Texas Baptist,Willamette,Neutral,W
11/15/2024,Willamette,East Texas Baptist,Road,L
11/15/2024,WashU,Edgewood,Neutral,W
11/15/2024,Edgewood,WashU,Road,L
11/15/2024,Amherst,Geneseo St.,Neutral,W
11/15/2024,Geneseo St.,Amherst,Road,L
11/15/2024,Coast Guard,Geneva,Neutral,W
11/15/2024,Geneva,Coast Guard,Road,L
11/15/2024,Austin Col,Hendrix,Road,W
11/15/2024,Hendrix,Austin Col,Road,L
11/15/2024,SUNY Fredonia,Hobart & Smith,Road,W
11/15/2024,Hobart & Smith,SUNY Fredonia,Road,L
11/15/2024,Hope,Loras,Home,W
11/15/2024,Loras,Hope,Road,L
11/15/2024,Houghton,Emerson,Road,W
11/15/2024,Emerson,Houghton,Road,L
11/15/2024,Bates,Husson,Home,W
11/15/2024,Husson,Bates,Road,L
11/15/2024,Greenville,Illinois Col,Neutral,W
11/15/2024,Illinois Col,Greenville,Road,L
11/15/2024,Asbury,Schreiner,Home,W
11/15/2024,Schreiner,Asbury,Road,L
11/15/2024,Keystone,Keuka,Home,W
11/15/2024,Keuka,Keystone,Road,L
11/15/2024,Trine,Lake Forest,Home,W
11/15/2024,Lake Forest,Trine,Road,L
11/15/2024,Linfield,Pomona-Pitzer,Neutral,W
11/15/2024,Pomona-Pitzer,Linfield,Road,L
11/15/2024,St. Mary's IN,Augustana,Road,W
11/15/2024,Augustana,St. Mary's IN,Road,L
11/15/2024,Martin Luther,Buena Vista,Home,W
11/15/2024,Buena Vista,Martin Luther,Road,L
11/15/2024,Bridgewater MA,MIT,Home,W
11/15/2024,MIT,Bridgewater MA,Road,L
11/15/2024,Messiah,Washington MD,Home,W
11/15/2024,Washington MD,Messiah,Road,L
11/15/2024,Babson,Roger Williams,Road,W
11/15/2024,Roger Williams,Babson,Road,L
11/15/2024,Millsaps,MS Women,Road,W
11/15/2024,MS Women,Millsaps,Road,L
11/15/2024,Monmouth IL,Westminster MO,Home,W
11/15/2024,Westminster MO,Monmouth IL,Road,L
11/15/2024,York PA,Mt. Aloysius,Home,W
11/15/2024,Mt. Aloysius,York PA,Road,L
11/15/2024,Whitworth,North Park,Neutral,W
11/15/2024,North Park,Whitworth,Road,L
11/15/2024,Central IA,Northland,Home,W
11/15/2024,Northland,Central IA,Road,L
11/15/2024,Norwich,ME Farmington,Road,W
11/15/2024,ME Farmington,Norwich,Road,L
11/15/2024,ME Maritime,Otterbein,Home,W
11/15/2024,Otterbein,ME Maritime,Road,L
11/15/2024,Smith,Redlands,Road,W
11/15/2024,Redlands,Smith,Road,L
11/15/2024,Wisconsin Lutheran,Ripon,Home,W
11/15/2024,Ripon,Wisconsin Lutheran,Road,L
11/15/2024,Rowan,Salisbury,Neutral,W
11/15/2024,Salisbury,Rowan,Road,L
11/15/2024,Whittier,UC Santa Cruz,Home,W
11/15/2024,UC Santa Cruz,Whittier,Road,L
11/15/2024,UW-Stevens Point,St. Scholastica,Home,W
11/15/2024,St. Scholastica,UW-Stevens Point,Road,L
11/16/2024,Centre,Schreiner,Home,W
11/16/2024,Schreiner,Centre,Road,L
11/16/2024,Clark MA,Regis MA,Home,W
11/16/2024,Regis MA,Clark MA,Road,L
11/16/2024,Colorado Col,N Central IL,Home,W
11/16/2024,N Central IL,Colorado Col,Road,L
11/16/2024,Howard Payne,Concordia TX,Home,W
11/16/2024,Concordia TX,Howard Payne,Road,L
11/16/2024,DeSales,Shenandoah,Home,W
11/16/2024,Shenandoah,DeSales,Road,L
11/16/2024,Elizabethtown,Dickinson,Road,W
11/16/2024,Dickinson,Elizabethtown,Road,L
11/16/2024,Buffalo St.,Elmira,Road,W
11/16/2024,Elmira,Buffalo St.,Road,L
11/16/2024,Guilford,Brevard,Road,W
11/16/2024,Brevard,Guilford,Road,L
11/16/2024,Hamilton,SUNY Oneonta,Neutral,W
11/16/2024,SUNY Oneonta,Hamilton,Road,L
11/16/2024,Rochester,Hartwick,Road,W
11/16/2024,Hartwick,Rochester,Road,L
11/16/2024,Hollins,Agnes Scott,Road,W
11/16/2024,Agnes Scott,Hollins,Road,L
11/16/2024,Lancaster Bib,Trinity DC,Neutral,W
11/16/2024,Trinity DC,Lancaster Bib,Road,L
11/16/2024,TX Lutheran,Le Tourneau,Road,W
11/16/2024,Le Tourneau,TX Lutheran,Road,L
11/16/2024,Peace,Lynchburg,Home,W
11/16/2024,Lynchburg,Peace,Road,L
11/16/2024,Elmhurst,Milwaukee Eng,Home,W
11/16/2024,Milwaukee Eng,Elmhurst,Road,L
11/16/2024,Lesley,Mt. Holyoke,Home,W
11/16/2024,Mt. Holyoke,Lesley,Road,L
11/16/2024,Ohio Wesleyan,Nazareth,Road,W
11/16/2024,Nazareth,Ohio Wesleyan,Road,L
11/16/2024,S Virginia,Randolph Col,Home,W
11/16/2024,Randolph Col,S Virginia,Road,L
11/16/2024,Alvernia,Stockton,Home,W
11/16/2024,Stockton,Alvernia,Road,L
11/16/2024,Roger Williams,Salve Regina,Road,W
11/16/2024,Salve Regina,Roger Williams,Road,L
11/16/2024,Bowdoin,Skidmore,Home,W
11/16/2024,Skidmore,Bowdoin,Road,L
11/16/2024,SUNY Potsdam,Castleton,Neutral,W
11/16/2024,Castleton,SUNY Potsdam,Road,L
11/16/2024,Central IA,UW-Eau Claire,Home,W
11/16/2024,UW-Eau Claire,Central IA,Road,L
11/16/2024,Willamette,La Verne,Neutral,W
11/16/2024,La Verne,Willamette,Road,L
11/16/2024,Cedar Crest,Old Westbury,Road,W
11/16/2024,Old Westbury,Cedar Crest,Road,L
11/16/2024,Elms,Fitchburg St.,Road,W
11/16/2024,Fitchburg St.,Elms,Road,L
11/16/2024,Plattsburgh St.,Utica,Home,W
11/16/2024,Utica,Plattsburgh St.,Road,L
11/16/2024,Smith,Pomona-Pitzer,Road,W
11/16/2024,Pomona-Pitzer,Smith,Road,L
11/16/2024,Gettysburg,Randolph-Macon,Neutral,W
11/16/2024,Randolph-Macon,Gettysburg,Road,L
11/16/2024,Catholic,Rochester Tech,Neutral,W
11/16/2024,Rochester Tech,Catholic,Road,L
11/16/2024,CT College,Hartford,Home,W
11/16/2024,Hartford,CT College,Road,L
11/16/2024,Montclair St.,Drew,Road,W
11/16/2024,Drew,Montclair St.,Road,L
11/16/2024,Emmanuel,Hunter,Home,W
11/16/2024,Hunter,Emmanuel,Road,L
11/16/2024,Colby-Sawyer,Wellesley,Road,W
11/16/2024,Wellesley,Colby-Sawyer,Road,L
11/16/2024,Wesleyan CT,St. Mary's MD,Road,W
11/16/2024,St. Mary's MD,Wesleyan CT,Road,L
11/16/2024,Western Connecticut,York NY,Home,W
11/16/2024,York NY,Western Connecticut,Road,L
11/16/2024,Immaculata,McDaniel,Home,W
11/16/2024,McDaniel,Immaculata,Road,L
11/16/2024,Westfield St.,Thomas ME,Neutral,W
11/16/2024,Thomas ME,Westfield St.,Road,L
11/16/2024,S Maine,Wheaton MA,Home,W
11/16/2024,Wheaton MA,S Maine,Road,L
11/16/2024,UW-Whitewater,Carroll,Road,W
11/16/2024,Carroll,UW-Whitewater,Road,L
11/16/2024,Goucher,Bryn Mawr,Home,W
11/16/2024,Bryn Mawr,Goucher,Road,L
11/16/2024,Pacific,NE Wesleyan,Neutral,W
11/16/2024,NE Wesleyan,Pacific,Road,L
11/16/2024,Hardin-Simmons,SW Univ TX,Home,W
11/16/2024,SW Univ TX,Hardin-Simmons,Road,L
11/16/2024,Endicott,Salem MA,Road,W
11/16/2024,Salem MA,Endicott,Road,L
11/16/2024,John Jay,Sarah Lawrence,Road,W
11/16/2024,Sarah Lawrence,John Jay,Road,L
11/16/2024,Bates,St. Joseph's ME,Home,W
11/16/2024,St. Joseph's ME,Bates,Road,L
11/16/2024,Claremont-Mudd-Scripps,Lebanon Val,Neutral,W
11/16/2024,Lebanon Val,Claremont-Mudd-Scripps,Road,L
11/16/2024,N England Col,NVU-Johnson,Neutral,W
11/16/2024,NVU-Johnson,N England Col,Road,L
11/16/2024,Washington & Lee,Emory,Road,W
11/16/2024,Emory,Washington & Lee,Road,L
11/16/2024,St. Norbert,Lawrence,Road,W
11/16/2024,Lawrence,St. Norbert,Road,L
11/16/2024,St. Elizabeth,Purchase,Home,W
11/16/2024,Purchase,St. Elizabeth,Road,L
11/16/2024,Ohio Northern,St. John Fisher,Road,W
11/16/2024,St. John Fisher,Ohio Northern,Road,L
11/16/2024,Carleton,N Central MN,Road,W
11/16/2024,N Central MN,Carleton,Road,L
11/16/2024,Amherst,Oswego St.,Road,W
11/16/2024,Oswego St.,Amherst,Road,L
11/16/2024,Washington MD,Salisbury,Neutral,W
11/16/2024,Salisbury,Washington MD,Road,L
11/16/2024,WashU,St. Mary's IN,Neutral,W
11/16/2024,St. Mary's IN,WashU,Road,L
11/16/2024,Muhlenberg,York PA,Road,W
11/16/2024,York PA,Muhlenberg,Road,L
11/16/2024,Augustana,Edgewood,Home,W
11/16/2024,Edgewood,Augustana,Road,L
11/16/2024,Spalding,Keuka,Neutral,W
11/16/2024,Keuka,Spalding,Road,L
11/16/2024,Messiah,Rowan,Home,W
11/16/2024,Rowan,Messiah,Road,L
11/16/2024,Geneseo St.,SUNYIT,Neutral,W
11/16/2024,SUNYIT,Geneseo St.,Road,L
11/16/2024,Centenary NJ,Keystone,Road,W
11/16/2024,Keystone,Centenary NJ,Road,L
11/16/2024,Coast Guard,Dean,Neutral,W
11/16/2024,Dean,Coast Guard,Road,L
11/16/2024,Mt. Aloysius,Notre Dame MD,Home,W
11/16/2024,Notre Dame MD,Mt. Aloysius,Road,L
11/16/2024,Calvin,Loras,Home,W
11/16/2024,Loras,Calvin,Road,L
11/16/2024,Capital,Kenyon,Home,W
11/16/2024,Kenyon,Capital,Road,L
11/16/2024,Linfield,Chapman,Road,W
11/16/2024,Chapman,Linfield,Road,L
11/16/2024,Chatham,Penn State-Behrend,Road,W
11/16/2024,Penn State-Behrend,Chatham,Road,L
11/16/2024,St. Lawrence,Clarkson,Home,W
11/16/2024,Clarkson,St. Lawrence,Road,L
11/16/2024,Coe,UW-Platteville,Neutral,W
11/16/2024,UW-Platteville,Coe,Road,L
11/16/2024,Colby,Plymouth St.,Home,W
11/16/2024,Plymouth St.,Colby,Road,L
11/16/2024,Alfred,Hiram,Home,W
11/16/2024,Hiram,Alfred,Road,L
11/16/2024,TCNJ,Framingham St.,Neutral,W
11/16/2024,Framingham St.,TCNJ,Road,L
11/16/2024,St. Catherine,UW-River Falls,Home,W
11/16/2024,UW-River Falls,St. Catherine,Road,L
11/16/2024,Alfred St.,SUNY Delhi,Neutral,W
11/16/2024,SUNY Delhi,Alfred St.,Road,L
11/16/2024,Trine,Allegheny,Home,W
11/16/2024,Allegheny,Trine,Road,L
11/16/2024,St. Mary's MN,Cornell IA,Neutral,W
11/16/2024,Cornell IA,St. Mary's MN,Road,L
11/16/2024,UW-Stout,Crown MN,Home,W
11/16/2024,Crown MN,UW-Stout,Road,L
11/16/2024,Curry,MA Boston,Home,W
11/16/2024,MA Boston,Curry,Road,L
11/16/2024,Denison,Adrian,Home,W
11/16/2024,Adrian,Denison,Home,L
11/16/2024,E Mennonite,Lehman,Neutral,W
11/16/2024,Lehman,E Mennonite,Road,L
11/16/2024,Whitman,East Texas Baptist,Home,W
11/16/2024,East Texas Baptist,Whitman,Road,L
11/16/2024,Frank & Marsh,Eastern Univ,Home,W
11/16/2024,Eastern Univ,Frank & Marsh,Road,L
11/16/2024,Ferrum,La Roche,Neutral,W
11/16/2024,La Roche,Ferrum,Road,L
11/16/2024,Geneva,Gordon,Road,W
11/16/2024,Gordon,Geneva,Road,L
11/16/2024,Grinnell,Rockford,Road,W
11/16/2024,Rockford,Grinnell,Road,L
11/16/2024,Grove City,Pitt-Greensburg,Road,W
11/16/2024,Pitt-Greensburg,Grove City,Road,L
11/16/2024,Gwynedd-Mercy,Delaware Val,Home,W
11/16/2024,Delaware Val,Gwynedd-Mercy,Road,L
11/16/2024,Alma,Heidelberg,Home,W
11/16/2024,Heidelberg,Alma,Road,L
11/16/2024,Illinois Wesleyan,Hope,Road,W
11/16/2024,Hope,Illinois Wesleyan,Road,L
11/16/2024,Westminster MO,Illinois Col,Neutral,W
11/16/2024,Illinois Col,Westminster MO,Road,L
11/16/2024,Johns Hopkins,Averett,Neutral,W
11/16/2024,Averett,Johns Hopkins,Road,L
11/16/2024,J&W RI,Mt. St. Vincent,Home,W
11/16/2024,Mt. St. Vincent,J&W RI,Road,L
11/16/2024,Marywood,Juniata,Home,W
11/16/2024,Juniata,Marywood,Road,L
11/16/2024,Williams,Keene St.,Home,W
11/16/2024,Keene St.,Williams,Road,L
11/16/2024,King's PA,Lycoming,Road,W
11/16/2024,Lycoming,King's PA,Road,L
11/16/2024,Lake Forest,Albion,Neutral,W
11/16/2024,Albion,Lake Forest,Road,L
11/16/2024,Lakeland,Beloit,Home,W
11/16/2024,Beloit,Lakeland,Road,L
11/16/2024,Worcester St,Lasell,Home,W
11/16/2024,Lasell,Worcester St,Road,L
11/16/2024,Martin Luther,Maranatha Bap,Home,W
11/16/2024,Maranatha Bap,Martin Luther,Road,L
11/16/2024,St. Scholastica,Marian WI,Road,W
11/16/2024,Marian WI,St. Scholastica,Road,L
11/16/2024,Marietta,St. Vincent,Road,W
11/16/2024,St. Vincent,Marietta,Road,L
11/16/2024,Lyon,Austin Col,Home,W
11/16/2024,Austin Col,Lyon,Road,L
11/16/2024,Mary Washington,Methodist,Neutral,W
11/16/2024,Methodist,Mary Washington,Road,L
11/16/2024,Middlebury,Millikin,Neutral,W
11/16/2024,Millikin,Middlebury,Road,L
11/16/2024,Greenville,Monmouth IL,Road,W
11/16/2024,Monmouth IL,Greenville,Road,L
11/16/2024,Carnegie Mellon,Muskingum,Home,W
11/16/2024,Muskingum,Carnegie Mellon,Road,L
11/16/2024,Neumann,Ursinus,Road,W
11/16/2024,Ursinus,Neumann,Road,L
11/16/2024,NC Wesleyan,Warren Wilson,Home,W
11/16/2024,Warren Wilson,NC Wesleyan,Road,L
11/16/2024,Anderson IN,North Park,Neutral,W
11/16/2024,North Park,Anderson IN,Road,L
11/16/2024,Luther,Northwestern MN,Road,W
11/16/2024,Northwestern MN,Luther,Road,L
11/16/2024,Norwich,ME Presque Isle,Neutral,W
11/16/2024,ME Presque Isle,Norwich,Road,L
11/16/2024,Oberlin,Oglethorpe,Neutral,W
11/16/2024,Oglethorpe,Oberlin,Road,L
11/16/2024,PSU-Harrisburg,Misericordia,Road,W
11/16/2024,Misericordia,PSU-Harrisburg,Road,L
11/16/2024,Penn Col Tech,Pitt-Bradford,Home,W
11/16/2024,Pitt-Bradford,Penn Col Tech,Road,L
11/16/2024,Carthage,Benedictine IL,Road,W
11/16/2024,Benedictine IL,Carthage,Road,L
11/16/2024,Piedmont,Sewanee,Road,W
11/16/2024,Sewanee,Piedmont,Road,L
11/16/2024,Univ Ozarks,Principia,Home,W
11/16/2024,Principia,Univ Ozarks,Road,L
11/16/2024,Haverford,Ramapo,Road,W
11/16/2024,Ramapo,Haverford,Road,L
11/16/2024,Berry,LaGrange,Neutral,W
11/16/2024,LaGrange,Berry,Road,L
11/16/2024,Ripon,Dubuque,Neutral,W
11/16/2024,Dubuque,Ripon,Road,L
11/16/2024,WPI,Rivier,Home,W
11/16/2024,Rivier,WPI,Road,L
11/16/2024,Roanoke,Wilkes,Home,W
11/16/2024,Wilkes,Roanoke,Road,L
11/16/2024,Buena Vista,Bethany Luth,Road,W
11/16/2024,Bethany Luth,Buena Vista,Road,L
11/16/2024,Scranton,New Jersey City,Home,W
11/16/2024,New Jersey City,Scranton,Road,L
11/16/2024,Springfield,Eastern Connecticut,Neutral,W
11/16/2024,Eastern Connecticut,Springfield,Road,L
11/16/2024,Albertus Magnus,Farmingdale,Road,W
11/16/2024,Farmingdale,Albertus Magnus,Road,L
11/16/2024,Tufts,Brandeis,Road,W
11/16/2024,Brandeis,Tufts,Road,L
11/16/2024,U New England,Anna Maria,Home,W
11/16/2024,Anna Maria,U New England,Road,L
11/16/2024,Meredith,VA Wesleyan,Road,W
11/16/2024,VA Wesleyan,Meredith,Road,L
11/16/2024,Wheaton (IL),Whitworth,Home,W
11/16/2024,Whitworth,Wheaton (IL),Road,L
